日期,竞品名,项目名称,中标金额(万元),采购单位,省份,信息来源,备注
2026-07-22,深圳市瞭望实业有限公司,龙岗区平冈中学人工智能创新实验室设备设施采购项目,178.87,待核实,广东省,https://www.ggzy.gov.cn/information/deal/html/b/440000/0203/20260722/0044f2e2e868455f479a9b65ecd8fd2d8946.html,"A口径L2精读；主品类=人工智能；证据等级=A（平台原始公告）；金额原文=合同金额 1,788,686元"
2026-07-21,雅安市开达商用电子技术有限公司,雅安市雨城区上里镇初级中学触控一体机直接选定采购合同,9.56,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/00510bebc86da6754867b9147eceac104311.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 95,600元"
2026-07-21,马鞍山市盛联科技有限公司,马鞍山市第二中学博望分校2026年信息化设备采购项目合同备案,70.78,待核实,安徽省,https://www.ggzy.gov.cn/information/deal/html/b/340000/0203/20260721/0034a2834a9224504d7aa80baea0e033a97d.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=合同金额 707,777元"
2026-07-21,成都普莱思科技有限公司,四川天府新区第八中学台式计算机直接选定采购合同,19.98,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/005120d88ef8d3f34b7b8d76d0f44fbfe7b8.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 199,760元"
2026-07-21,成都九联汇丰商贸有限公司,温江中学实验学校触控一体机直接选定采购合同,17.73,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/00518fbe25be02904eebaa10c6ec75f2c7c2.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 177,300元"
2026-07-21,成都峰哲科技发展有限公司,四川天府新区鹿溪学校（四川天府新区第四中学校鹿溪校区）便携式计算机直接选定采购合同,7.04,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/0051975ec2278eef4bbab055d2144fe3c456.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 70,378元"
2026-07-21,网联云汇数字科技（成都）有限公司,四川天府新区鹿溪学校（四川天府新区第四中学校鹿溪校区）台式计算机直接选定采购合同,17.26,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/00518f1b9a75e8be4bb4be673b644e5b16fd.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 172,620元"
2026-07-21,成都创世金翮企业管理有限公司,四川天府新区鹿溪学校（四川天府新区第四中学校鹿溪校区）触控一体机直接选定采购合同,7.52,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/0051052673fedfa14b9e97d7e05b37b48a4c.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 75,200元"
2026-07-21,自贡市宏志科技有限公司,自贡市第一中学校LED显示屏直接选定采购合同,1.4,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/00517cc4123020434c7c87d0ec429ae25662.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 14,045元"
2026-07-21,四川三和瑞腾科技有限公司,四川省阿坝州民族高级中学台式计算机直接选定采购合同,18.8,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260721/005159560d6aedaf4812bf2049e460d0d8ca.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 187,980元"
2026-07-21,永靖工兴商贸有限公司,永靖县2026年永靖中学智慧校园建设项目合同,待核实,待核实,甘肃省,https://www.ggzy.gov.cn/information/deal/html/b/620000/0203/20260721/0062e112749a43ef4d6699e4f1dbc702d05b.html,"A口径L2精读；主品类=智慧校园；证据等级=A（平台原始公告）；L2状态=金额疑似异常；金额原文=合同金额 25,714,600,000元"
2026-07-21,中国电信股份有限公司,且末县第二中学3间云机房及1间信息化实验室设备采购项目(二次）合同,136.98,待核实,新疆维吾尔自治区,https://www.ggzy.gov.cn/information/deal/html/b/650000/0203/20260721/00657acc455f418b4abfad6fdf45c0f50dfb.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 1,369,793.75元"
2026-07-21,福州鑫万博商贸有限公司,黄如论中学温泉校区音体美、生物、信息、录播等功能室及电教设备采购,78.81,待核实,福建省,https://www.ggzy.gov.cn/information/deal/html/b/350000/0203/20260721/0035d5c6225205ce44c4b1de5de5fa6f6179.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 788,100元"
2026-07-21,中电信数智科技有限公司,桐城中学计算机化考试标准化考场建设采购项目合同,379.8,待核实,安徽省,https://www.ggzy.gov.cn/information/deal/html/b/340000/0203/20260721/003408f1a53cace047bf808934bd2997e3ed.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 3,798,000元"
2026-07-20,四川宏宇新融科技有限公司,四川师范大学附属中学锦华分校触控一体机直接选定采购合同,15.0,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051a64bac7f078046c0a34547f74ca4bf4c.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 150,000元"
2026-07-20,上海仪电鑫森科技发展有限公司,顾村中学外语听说考场用计算机等设备采购的合同,193.7,待核实,上海市,https://www.ggzy.gov.cn/information/deal/html/b/310000/0203/20260720/0031fee05d29e8ca4010ae508d609e32b7e5.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 1,936,960元"
2026-07-20,成都视佳科技有限公司,成都市双流区棠湖中学实验学校（西区）触控一体机直接选定采购合同,9.6,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051cf8b4a57f5f04162ad248f630bab4ef6.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 96,000元"
2026-07-20,新疆时空信息技术有限公司,乌鲁木齐市高级中学录播教室升级改造项目合同,67.58,待核实,新疆维吾尔自治区,https://www.ggzy.gov.cn/information/deal/html/b/650000/0203/20260720/006589ccefe8ff8a41dab4487e42869a1943.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 675,800元"
2026-07-20,深圳陆捌教学设备有限公司,深圳中学科技高中触控一体机采购项目合同,203.86,待核实,广东省,https://www.ggzy.gov.cn/information/deal/html/b/440000/0203/20260720/0044010c9a42527b43118bda6e168e3972f5.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 2,038,600元"
2026-07-20,福建智博教育科技有限公司,闽侯县第一中学新建教学楼直录播室,57.47,待核实,福建省,https://www.ggzy.gov.cn/information/deal/html/b/350000/0203/20260720/003526c87869fbde41f18afe64a417b98805.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 574,700元"
2026-07-22,四川云道智创教育科技有限公司,自贡市汇东实验学校触控一体机直接选定采购合同,17.88,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00517c3b1e938c9d4d3c8aa2e8c70982570d.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 178,800元"
2026-07-20,遂宁市诚联亿卓电脑有限公司,遂宁市富源实验学校台式计算机直接选定采购合同,2.48,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051aab323ad06814cfda6833812c6f18636.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 24,835元"
2026-07-20,遂宁佳欣永恒电脑有限公司,遂宁市富源实验学校触控一体机直接选定采购合同,1.93,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/00519885e7107e614d298eea5f6640ca6680.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 19,298元"
2026-07-22,宜宾腾信电子科技有限公司,宜宾三江新区成都外国语学校触控一体机直接选定采购合同,3.08,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260722/00510863152126294e0d95df3000582f06d5.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 30,800元"
2026-07-24,大连悦丰泰科技有限公司,甘井子区教育局教育信息化环境运维服务项目-1【合同】,146.1,待核实,辽宁省,https://www.ggzy.gov.cn/information/deal/html/b/210000/0203/20260724/0021d821ffc733f14121acb73ee8bb651f80.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=合同金额 1,461,000元"
2026-07-24,杭州尚烽科技有限公司,杭州市滨江区教育局下属学校2026年信创电脑采购及安装项目（重招）合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260724/00334a629ded6695410c9b9ff13f641338c6.html,A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-22,浙江新远方信息产业发展有限公司,杭州市滨江区教育局下属学校2026年触控一体机采购及安装项目合同,待核实,待核实,浙江省,https://www.ggzy.gov.cn/information/deal/html/b/330000/0203/20260722/003352ca570ea943475390b6cfa7f375dd16.html,A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 0元
2026-07-20,中国电信股份有限公司,广东省政府采购合同书（广州市电化教育馆2026-2028年信息化运维项目之广州市教育局校园视频监控建设联网应用）,16.83,待核实,广东省,https://www.ggzy.gov.cn/information/deal/html/b/440000/0203/20260720/0044fc595ba9552546ed8ed7181d058f3303.html,"A口径L2精读；主品类=信息化；证据等级=A（平台原始公告）；金额原文=合同金额 168,300元"
2026-07-20,遂宁裕德商贸有限责任公司,遂宁市安居区拦江镇九年义务教育学校LED显示屏直接选定采购合同,5.17,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/0051ff85bf0fe41e441a8e83bab6e64b5fad.html,"A口径L2精读；主品类=大屏；证据等级=A（平台原始公告）；金额原文=合同金额 51,696元"
2026-07-20,遂宁市全线科技有限公司,遂宁市安居区拦江镇九年义务教育学校台式计算机直接选定采购合同,0.64,待核实,四川省,https://www.ggzy.gov.cn/information/deal/html/b/510000/0203/20260720/00511625adc4e31846d6999869f14947c64f.html,"A口径L2精读；主品类=信息化设备；证据等级=A（平台原始公告）；金额原文=合同金额 6,360元"
